DrugBank_ID,Name,SMILES,CAS_Number
DB00147,Pyridoxal,,
DB00149,Leucine,,
DB00157,NADH,,
DB00161,Valine,,
DB00167,Isoleucine,,
DB00171,ATP,,
DB01762,Acetoacetic acid,,
DB03147,Flavin adenine dinucleotide,,
DB03229,alpha-Ketoisocaproic acid,,
DB04074,alpha-Ketoisovalerate,,
DB04183,Methylmalonic Acid,,
DB00114,Pyridoxal phosphate,,
DB00121,Biotin,,
DB00139,Succinic acid,,
DB00142,Glutamic acid,,
DB00147,Pyridoxal,,
DB00149,Leucine,,
DB00157,NADH,,
DB00161,Valine,,
DB00167,Isoleucine,,
DB00171,ATP,,
DB01762,Acetoacetic acid,,
DB03147,Flavin adenine dinucleotide,,
DB03229,alpha-Ketoisocaproic acid,,
DB04074,alpha-Ketoisovalerate,,
DB04183,Methylmalonic Acid,,
DB00114,Pyridoxal phosphate,,
DB00121,Biotin,,
DB00139,Succinic acid,,
DB00142,Glutamic acid,,
DB00147,Pyridoxal,,
DB00149,Leucine,,
DB00157,NADH,,
DB00161,Valine,,
DB00167,Isoleucine,,
DB00171,ATP,,
DB01762,Acetoacetic acid,,
DB03147,Flavin adenine dinucleotide,,
DB03229,alpha-Ketoisocaproic acid,,
DB04074,alpha-Ketoisovalerate,,
DB04183,Methylmalonic Acid,,
DB00114,Pyridoxal phosphate,,
DB00121,Biotin,,
DB00139,Succinic acid,,
DB00142,Glutamic acid,,
DB00147,Pyridoxal,,
DB00149,Leucine,,
DB00157,NADH,,
DB00161,Valine,,
DB00167,Isoleucine,,
DB00171,ATP,,
DB01762,Acetoacetic acid,,
DB03147,Flavin adenine dinucleotide,,
DB03229,alpha-Ketoisocaproic acid,,
DB04074,alpha-Ketoisovalerate,,
DB04183,Methylmalonic Acid,,
DB00114,Pyridoxal phosphate,,
DB00121,Biotin,,
DB00139,Succinic acid,,
DB00142,Glutamic acid,,
DB00147,Pyridoxal,,
DB00149,Leucine,,
DB00157,NADH,,
DB00161,Valine,,
DB00167,Isoleucine,,
DB00171,ATP,,
DB01762,Acetoacetic acid,,
DB03147,Flavin adenine dinucleotide,,
DB03229,alpha-Ketoisocaproic acid,,
DB04074,alpha-Ketoisovalerate,,
DB04183,Methylmalonic Acid,,
DB00114,Pyridoxal phosphate,,
DB00121,Biotin,,
DB00139,Succinic acid,,
DB00142,Glutamic acid,,
DB00147,Pyridoxal,,
DB00149,Leucine,,
DB00157,NADH,,
DB00161,Valine,,
DB00167,Isoleucine,,
DB00171,ATP,,
DB01762,Acetoacetic acid,,
DB03147,Flavin adenine dinucleotide,,
DB03229,alpha-Ketoisocaproic acid,,
DB04074,alpha-Ketoisovalerate,,
DB04183,Methylmalonic Acid,,
DB00114,Pyridoxal phosphate,,
DB00121,Biotin,,
DB00139,Succinic acid,,
DB00142,Glutamic acid,,
DB00147,Pyridoxal,,
DB00149,Leucine,,
DB00157,NADH,,
DB00161,Valine,,
DB00167,Isoleucine,,
DB00171,ATP,,
DB01762,Acetoacetic acid,,
DB03147,Flavin adenine dinucleotide,,
DB03229,alpha-Ketoisocaproic acid,,
DB04074,alpha-Ketoisovalerate,,
DB04183,Methylmalonic Acid,,
DB00114,Pyridoxal phosphate,,
DB00121,Biotin,,
DB00139,Succinic acid,,
DB00142,Glutamic acid,,
DB00147,Pyridoxal,,
DB00149,Leucine,,
DB00157,NADH,,
DB00161,Valine,,
DB00167,Isoleucine,,
DB00171,ATP,,
DB01762,Acetoacetic acid,,
DB03147,Flavin adenine dinucleotide,,
DB03229,alpha-Ketoisocaproic acid,,
DB04074,alpha-Ketoisovalerate,,
DB04183,Methylmalonic Acid,,
DB00114,Pyridoxal phosphate,,
DB00121,Biotin,,
DB00139,Succinic acid,,
DB00142,Glutamic acid,,
DB00147,Pyridoxal,,
DB00149,Leucine,,
DB00157,NADH,,
DB00161,Valine,,
DB00167,Isoleucine,,
DB00171,ATP,,
DB01762,Acetoacetic acid,,
DB03147,Flavin adenine dinucleotide,,
DB03229,alpha-Ketoisocaproic acid,,
DB04074,alpha-Ketoisovalerate,,
DB04183,Methylmalonic Acid,,
DB00114,Pyridoxal phosphate,,
DB00121,Biotin,,
DB00139,Succinic acid,,
DB00142,Glutamic acid,,
DB00147,Pyridoxal,,
DB00149,Leucine,,
DB00157,NADH,,
DB00161,Valine,,
DB00167,Isoleucine,,
DB00171,ATP,,
DB01762,Acetoacetic acid,,
DB03147,Flavin adenine dinucleotide,,
DB03229,alpha-Ketoisocaproic acid,,
DB04074,alpha-Ketoisovalerate,,
DB04183,Methylmalonic Acid,,
DB00114,Pyridoxal phosphate,,
DB00121,Biotin,,
DB00139,Succinic acid,,
DB00142,Glutamic acid,,
DB00147,Pyridoxal,,
DB00149,Leucine,,
DB00157,NADH,,
DB00161,Valine,,
DB00167,Isoleucine,,
DB00171,ATP,,
DB01762,Acetoacetic acid,,
DB03147,Flavin adenine dinucleotide,,
DB03229,alpha-Ketoisocaproic acid,,
DB04074,alpha-Ketoisovalerate,,
DB04183,Methylmalonic Acid,,
DB00114,Pyridoxal phosphate,,
DB00121,Biotin,,
DB00139,Succinic acid,,
DB00142,Glutamic acid,,
DB00147,Pyridoxal,,
DB00149,Leucine,,
DB00157,NADH,,
DB00161,Valine,,
DB00167,Isoleucine,,
DB00171,ATP,,
DB01762,Acetoacetic acid,,
DB03147,Flavin adenine dinucleotide,,
DB03229,alpha-Ketoisocaproic acid,,
DB04074,alpha-Ketoisovalerate,,
DB04183,Methylmalonic Acid,,
DB00114,Pyridoxal phosphate,,
DB00121,Biotin,,
DB00139,Succinic acid,,
DB00142,Glutamic acid,,
DB00147,Pyridoxal,,
DB00149,Leucine,,
DB00157,NADH,,
DB00161,Valine,,
DB00167,Isoleucine,,
DB00171,ATP,,
DB01762,Acetoacetic acid,,
DB03147,Flavin adenine dinucleotide,,
DB03229,alpha-Ketoisocaproic acid,,
DB04074,alpha-Ketoisovalerate,,
DB04183,Methylmalonic Acid,,
DB00114,Pyridoxal phosphate,,
DB00121,Biotin,,
DB00139,Succinic acid,,
DB00142,Glutamic acid,,
DB00147,Pyridoxal,,
DB00149,Leucine,,
DB00157,NADH,,
DB00161,Valine,,
DB00167,Isoleucine,,
DB00171,ATP,,
DB01762,Acetoacetic acid,,
DB03147,Flavin adenine dinucleotide,,
DB03229,alpha-Ketoisocaproic acid,,
DB04074,alpha-Ketoisovalerate,,
DB04183,Methylmalonic Acid,,
DB00114,Pyridoxal phosphate,,
DB00121,Biotin,,
DB00139,Succinic acid,,
DB00142,Glutamic acid,,
DB00147,Pyridoxal,,
DB00149,Leucine,,
DB00157,NADH,,
DB00161,Valine,,
DB00167,Isoleucine,,
DB00171,ATP,,
DB01762,Acetoacetic acid,,
DB03147,Flavin adenine dinucleotide,,
DB03229,alpha-Ketoisocaproic acid,,
DB04074,alpha-Ketoisovalerate,,
DB04183,Methylmalonic Acid,,
DB00114,Pyridoxal phosphate,,
DB00121,Biotin,,
DB00139,Succinic acid,,
DB00142,Glutamic acid,,
DB00147,Pyridoxal,,
DB00149,Leucine,,
DB00157,NADH,,
DB00161,Valine,,
DB00167,Isoleucine,,
DB00171,ATP,,
DB01762,Acetoacetic acid,,
DB03147,Flavin adenine dinucleotide,,
DB03229,alpha-Ketoisocaproic acid,,
DB04074,alpha-Ketoisovalerate,,
DB04183,Methylmalonic Acid,,
DB00114,Pyridoxal phosphate,,
DB00121,Biotin,,
DB00139,Succinic acid,,
DB00142,Glutamic acid,,
DB00147,Pyridoxal,,
DB00149,Leucine,,
DB00157,NADH,,
DB00161,Valine,,
DB00167,Isoleucine,,
DB00171,ATP,,
DB01762,Acetoacetic acid,,
DB03147,Flavin adenine dinucleotide,,
DB03229,alpha-Ketoisocaproic acid,,
DB04074,alpha-Ketoisovalerate,,
DB04183,Methylmalonic Acid,,
DB03230,Adenosine-5'-Propylphosphate,[H][C@]1(COP(O)(=O)OCCC)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,
DB03231,"3-(5-Amino-7-oxo-3,7-dihydro-2H-[1,2,3]triazolo[4,5-d]pyrimidin-2-yl)-N-(2-{[2-(hydroxymethyl)phenyl]sulfanyl}benzyl)benzamide",[H]N([H])C1=NC(=O)C2=NN(N([H])C2=N1)C1=CC=CC(=C1)C(=O)N([H])CC1=CC=CC=C1SC1=CC=CC=C1CO,
DB03232,"2-[(2e,6e,10e,14e,18e,22e,26e)-3,7,11,15,19,23,27,31-Octamethyldotriaconta-2,6,10,14,18,22,26,30-Octaenyl]Phenol",CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC1=CC=CC=C1O,
DB03233,3'-deoxy-3'-aminothymidine monophosphate,[H]N([H])[C@H]1C[C@@H](O[C@@H]1COP(O)(O)=O)N1C=C(C)C(=O)N([H])C1=O,42214-32-4
DB03234,"(4'-{[Allyl(Methyl)Amino]Methyl}-1,1'-Biphenyl-4-Yl)(4-Bromophenyl)Methanone",CN(CC=C)CC1=CC=C(C=C1)C1=CC=C(C=C1)C(=O)C1=CC=C(Br)C=C1,
DB03235,N-{3-[4-(3-aminopropyl)piperazin-1-yl]propyl}-3-(alpha-D-galactopyranosyloxy)-5-nitrobenzamide,[H]N([H])CCCN1CCN(CCCN([H])C(=O)C2=CC(=CC(O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)=C2)[N+]([O-])=O)CC1,
DB03236,(2s)-4-(Beta-Alanylamino)-2-Aminobutanoic Acid,NCCC(=O)NCC[C@H](N)C(O)=O,
DB03237,"2,3-Dihydroxy-5-Oxo-Hexanedioate",O[C@@H](CC(=O)C([O-])=O)[C@@H](O)C([O-])=O,
DB03238,"3,5-Difluoroaniline",NC1=CC(F)=CC(F)=C1,
DB03239,"3',5'-Dinitro-N-Acetyl-L-Thyronine",[H][C@@](CC1=CC=C(OC2=CC(=C(O)C(=C2)[N+]([O-])=O)[N+]([O-])=O)C=C1)(NC(C)=O)C(O)=O,
DB03240,"(S)-2-Amino-3-(1,3,5,7-Pentahydro-2,4-Dioxo-Cyclopenta[E]Pyrimidin-1-Yl) Proionic Acid",N[C@@H](CN1C2=C(CCC2)C(=O)NC1=O)C(O)=O,
DB03241,1-Amino-1-Carbonyl Pentane,[H][C@](N)(CCCC)C=O,
DB03242,P-Aminophenyl-Alpha-D-Galactopyranoside,[H][C@]1(CO)O[C@]([H])(OC2=CC=C(N)C=C2)[C@]([H])(O)[C@@]([H])(O)[C@@]1([H])O,
DB03243,4-Fluorobenzylamine,[NH3+]CC1=CC=C(F)C=C1,
DB03244,"(S)-2-[4-(Aminomethyl)-1h-1,2,3-Triazol-1-Yl]-4-Methylpentanoic Acid",[H][C@@](CC(C)C)(N1C=C(CN)N=N1)C(O)=O,
DB03245,S-4-Nitrobutyryl-CoA,[H]N([H])C1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)OCC(C)(C)[C@@H](O)C(=O)N([H])CCC(=O)N([H])CCSC(=O)CCC[N+]([O-])=O)[C@@H](OP(O)(O)=O)[C@H]3O)C2=NC=N1,
DB03246,Beta-L-Arabinose,O[C@H]1CO[C@H](O)[C@H](O)[C@H]1O,7296-56-2
DB03247,Flavin mononucleotide,CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(O)(O)=O)C1=NC(=O)NC(=O)C1=N2,146-17-8
DB00131,Adenosine phosphate,,
DB00140,Riboflavin,,
DB00171,ATP,,
DB01373,Calcium,,
DB01378,Magnesium cation,,
DB01593,Zinc,,
DB03147,Flavin adenine dinucleotide,,
DB03247,Flavin mononucleotide,,
DB04160,Pyrophosphoric acid,,
DB00114,Pyridoxal phosphate,,
DB00118,Ademetionine,,
DB00125,Arginine,,
DB00128,Aspartic acid,,
DB00129,Ornithine,,
DB00131,Adenosine phosphate,,
DB00139,Succinic acid,,
DB00142,Glutamic acid,,
DB00145,Glycine,,
DB00148,Creatine,,
DB00155,Citrulline,,
DB00157,NADH,,
DB00171,ATP,,
DB00172,Proline,,
DB00360,Sapropterin,,
DB00435,Nitric Oxide,,
DB02577,Mesoheme,,
DB02751,Glycocyamine,,
DB02838,"3,4-Dihydro-2h-Pyrrolium-5-Carboxylate",,
DB03144,N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine,,
DB03147,Flavin adenine dinucleotide,,
DB03247,Flavin mononucleotide,,
DB03904,Urea,,
DB04160,Pyrophosphoric acid,,
DB04299,Maleic acid,,
DB04388,4-Carboxy-4-Aminobutanal,,
DB00114,Pyridoxal phosphate,,
DB00117,Histidine,,
DB00128,Aspartic acid,,
DB00142,Glutamic acid,,
DB00157,NADH,,
DB01373,Calcium,,
DB01593,Zinc,,
DB01783,Pantothenic acid,,
DB01849,Dihydrouracil,,
DB03107,beta-Alanine,,
DB03147,Flavin adenine dinucleotide,,
DB03247,Flavin mononucleotide,,
DB03419,Uracil,,
DB00114,Pyridoxal phosphate,,
DB00118,Ademetionine,,
DB00125,Arginine,,
DB00128,Aspartic acid,,
DB00129,Ornithine,,
DB00131,Adenosine phosphate,,
DB00139,Succinic acid,,
DB00142,Glutamic acid,,
DB00145,Glycine,,
DB00148,Creatine,,
DB00155,Citrulline,,
DB00157,NADH,,
DB00171,ATP,,
DB00172,Proline,,
DB00360,Sapropterin,,
DB00435,Nitric Oxide,,
DB02577,Mesoheme,,
DB02751,Glycocyamine,,
DB02838,"3,4-Dihydro-2h-Pyrrolium-5-Carboxylate",,
DB03144,N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine,,
DB03147,Flavin adenine dinucleotide,,
DB03247,Flavin mononucleotide,,
DB03904,Urea,,
DB04160,Pyrophosphoric acid,,
DB04299,Maleic acid,,
DB04388,4-Carboxy-4-Aminobutanal,,
DB00114,Pyridoxal phosphate,,
DB00118,Ademetionine,,
DB00125,Arginine,,
DB00128,Aspartic acid,,
DB00129,Ornithine,,
DB00131,Adenosine phosphate,,
DB00139,Succinic acid,,
DB00142,Glutamic acid,,
DB00145,Glycine,,
DB00148,Creatine,,
DB00155,Citrulline,,
DB00157,NADH,,
DB00171,ATP,,
DB00172,Proline,,
DB00360,Sapropterin,,
DB00435,Nitric Oxide,,
DB02577,Mesoheme,,
DB02751,Glycocyamine,,
DB02838,"3,4-Dihydro-2h-Pyrrolium-5-Carboxylate",,
DB03144,N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine,,
DB03147,Flavin adenine dinucleotide,,
DB03247,Flavin mononucleotide,,
DB03904,Urea,,
DB04160,Pyrophosphoric acid,,
DB04299,Maleic acid,,
DB04388,4-Carboxy-4-Aminobutanal,,
DB00157,NADH,,
DB00171,ATP,,
DB00360,Sapropterin,,
DB00997,Doxorubicin,,
DB02577,Mesoheme,,
DB03147,Flavin adenine dinucleotide,,
DB03247,Flavin mononucleotide,,
DB00114,Pyridoxal phosphate,,
DB00118,Ademetionine,,
DB00125,Arginine,,
DB00128,Aspartic acid,,
DB00129,Ornithine,,
DB00131,Adenosine phosphate,,
DB00139,Succinic acid,,
DB00142,Glutamic acid,,
DB00145,Glycine,,
DB00148,Creatine,,
DB00155,Citrulline,,
DB00157,NADH,,
DB00171,ATP,,
DB00172,Proline,,
DB00360,Sapropterin,,
DB00435,Nitric Oxide,,
DB02577,Mesoheme,,
DB02751,Glycocyamine,,
DB02838,"3,4-Dihydro-2h-Pyrrolium-5-Carboxylate",,
DB03144,N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine,,
DB03147,Flavin adenine dinucleotide,,
DB03247,Flavin mononucleotide,,
DB03904,Urea,,
DB04160,Pyrophosphoric acid,,
DB04299,Maleic acid,,
DB04388,4-Carboxy-4-Aminobutanal,,
DB00130,L-Glutamine,,
DB00171,ATP,,
DB01373,Calcium,,
DB01378,Magnesium cation,,
DB01592,Iron,,
DB01593,Zinc,,
DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,,
DB01643,Thymidine monophosphate,,
DB01849,Dihydrouracil,,
DB02129,Dihydroorotic Acid,,
DB02262,Orotic acid,,
DB02431,Cytidine-5'-Triphosphate,,
DB02745,Uridine,,
DB02957,Orotidylic acid,,
DB03101,Ribose-1-Phosphate,,
DB03107,beta-Alanine,,
DB03147,Flavin adenine dinucleotide,,
DB03247,Flavin mononucleotide,,
DB03419,Uracil,,
DB03435,Uridine-5'-Diphosphate,,
DB03462,Thymine,,
DB03685,Uridine monophosphate,,
DB03800,Deoxyuridine monophosphate,,
DB04160,Pyrophosphoric acid,,
DB04252,N-Carbamoylaspartic acid,,
DB04485,Thymidine,,
DB00114,Pyridoxal phosphate,,
DB00118,Ademetionine,,
DB00125,Arginine,,
DB00128,Aspartic acid,,
DB00129,Ornithine,,
DB00131,Adenosine phosphate,,
DB00139,Succinic acid,,
DB00142,Glutamic acid,,
DB00145,Glycine,,
DB00148,Creatine,,
DB00155,Citrulline,,
DB00157,NADH,,
DB00171,ATP,,
DB00172,Proline,,
DB00360,Sapropterin,,
DB00435,Nitric Oxide,,
DB02577,Mesoheme,,
DB02751,Glycocyamine,,
DB02838,"3,4-Dihydro-2h-Pyrrolium-5-Carboxylate",,
DB03144,N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine,,
DB03147,Flavin adenine dinucleotide,,
DB03247,Flavin mononucleotide,,
DB03904,Urea,,
DB04160,Pyrophosphoric acid,,
DB04299,Maleic acid,,
DB04388,4-Carboxy-4-Aminobutanal,,
DB00130,L-Glutamine,,
DB00171,ATP,,
DB01373,Calcium,,
DB01378,Magnesium cation,,
DB01592,Iron,,
DB01593,Zinc,,
DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,,
DB01643,Thymidine monophosphate,,
DB01849,Dihydrouracil,,
DB02129,Dihydroorotic Acid,,
DB02262,Orotic acid,,
DB02431,Cytidine-5'-Triphosphate,,
DB02745,Uridine,,
DB02957,Orotidylic acid,,
DB03101,Ribose-1-Phosphate,,
DB03107,beta-Alanine,,
DB03147,Flavin adenine dinucleotide,,
DB03247,Flavin mononucleotide,,
DB03419,Uracil,,
DB03435,Uridine-5'-Diphosphate,,
DB03462,Thymine,,
DB03685,Uridine monophosphate,,
DB03800,Deoxyuridine monophosphate,,
DB04160,Pyrophosphoric acid,,
DB04252,N-Carbamoylaspartic acid,,
DB04485,Thymidine,,
DB00114,Pyridoxal phosphate,,
DB00118,Ademetionine,,
DB00125,Arginine,,
DB00128,Aspartic acid,,
DB00129,Ornithine,,
DB00131,Adenosine phosphate,,
DB00139,Succinic acid,,
DB00142,Glutamic acid,,
DB00145,Glycine,,
DB00148,Creatine,,
DB00155,Citrulline,,
DB00157,NADH,,
DB00171,ATP,,
DB00172,Proline,,
DB00360,Sapropterin,,
DB00435,Nitric Oxide,,
DB02577,Mesoheme,,
DB02751,Glycocyamine,,
DB02838,"3,4-Dihydro-2h-Pyrrolium-5-Carboxylate",,
DB03144,N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine,,
DB03147,Flavin adenine dinucleotide,,
DB03247,Flavin mononucleotide,,
DB03904,Urea,,
DB04160,Pyrophosphoric acid,,
DB04299,Maleic acid,,
DB04388,4-Carboxy-4-Aminobutanal,,
DB00114,Pyridoxal phosphate,,
DB00118,Ademetionine,,
DB00125,Arginine,,
DB00128,Aspartic acid,,
DB00129,Ornithine,,
DB00131,Adenosine phosphate,,
DB00139,Succinic acid,,
DB00142,Glutamic acid,,
DB00145,Glycine,,
DB00148,Creatine,,
DB00155,Citrulline,,
DB00157,NADH,,
DB00171,ATP,,
DB00172,Proline,,
DB00360,Sapropterin,,
DB00435,Nitric Oxide,,
DB02577,Mesoheme,,
DB02751,Glycocyamine,,
DB02838,"3,4-Dihydro-2h-Pyrrolium-5-Carboxylate",,
DB03144,N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine,,
DB03147,Flavin adenine dinucleotide,,
DB03247,Flavin mononucleotide,,
DB03904,Urea,,
DB04160,Pyrophosphoric acid,,
DB04299,Maleic acid,,
DB04388,4-Carboxy-4-Aminobutanal,,
DB00114,Pyridoxal phosphate,,
DB00118,Ademetionine,,
DB00125,Arginine,,
DB00128,Aspartic acid,,
DB00129,Ornithine,,
DB00131,Adenosine phosphate,,
DB00139,Succinic acid,,
DB00142,Glutamic acid,,
DB00145,Glycine,,
DB00148,Creatine,,
DB00155,Citrulline,,
DB00157,NADH,,
DB00171,ATP,,
DB00172,Proline,,
DB00360,Sapropterin,,
DB00435,Nitric Oxide,,
DB02577,Mesoheme,,
DB02751,Glycocyamine,,
DB02838,"3,4-Dihydro-2h-Pyrrolium-5-Carboxylate",,
DB03144,N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine,,
DB03147,Flavin adenine dinucleotide,,
DB03247,Flavin mononucleotide,,
DB03904,Urea,,
DB04160,Pyrophosphoric acid,,
DB04299,Maleic acid,,
DB04388,4-Carboxy-4-Aminobutanal,,
DB00114,Pyridoxal phosphate,,
DB00117,Histidine,,
DB00128,Aspartic acid,,
DB00142,Glutamic acid,,
DB00157,NADH,,
DB01373,Calcium,,
DB01593,Zinc,,
DB01783,Pantothenic acid,,
DB01849,Dihydrouracil,,
DB03107,beta-Alanine,,
DB03147,Flavin adenine dinucleotide,,
DB03247,Flavin mononucleotide,,
DB03419,Uracil,,
DB00114,Pyridoxal phosphate,,
DB00147,Pyridoxal,,
DB00165,Pyridoxine,,
DB01378,Magnesium cation,,
DB01593,Zinc,,
DB02142,Pyridoxamine-5'-Phosphate,,
DB02209,Pyridoxine phosphate,,
DB03147,Flavin adenine dinucleotide,,
DB03247,Flavin mononucleotide,,
DB00131,Adenosine phosphate,,
DB00151,Cysteine,,
DB00171,ATP,,
DB00847,Cysteamine,,
DB01373,Calcium,,
DB01783,Pantothenic acid,,
DB02431,Cytidine-5'-Triphosphate,,
DB03247,Flavin mononucleotide,,
DB04160,Pyrophosphoric acid,,
DB00130,L-Glutamine,,
DB00171,ATP,,
DB01373,Calcium,,
DB01378,Magnesium cation,,
DB01592,Iron,,
DB01593,Zinc,,
DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,,
DB01643,Thymidine monophosphate,,
DB01849,Dihydrouracil,,
DB02129,Dihydroorotic Acid,,
DB02262,Orotic acid,,
DB02431,Cytidine-5'-Triphosphate,,
DB02745,Uridine,,
DB02957,Orotidylic acid,,
DB03101,Ribose-1-Phosphate,,
DB03107,beta-Alanine,,
DB03147,Flavin adenine dinucleotide,,
DB03247,Flavin mononucleotide,,
DB03419,Uracil,,
DB03435,Uridine-5'-Diphosphate,,
DB03462,Thymine,,
DB03685,Uridine monophosphate,,
DB03800,Deoxyuridine monophosphate,,
DB04160,Pyrophosphoric acid,,
DB04252,N-Carbamoylaspartic acid,,
DB04485,Thymidine,,
DB00130,L-Glutamine,,
DB00171,ATP,,
DB01373,Calcium,,
DB01378,Magnesium cation,,
DB01592,Iron,,
DB01593,Zinc,,
DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,,
DB01643,Thymidine monophosphate,,
DB01849,Dihydrouracil,,
DB02129,Dihydroorotic Acid,,
DB02262,Orotic acid,,
DB02431,Cytidine-5'-Triphosphate,,
DB02745,Uridine,,
DB02957,Orotidylic acid,,
DB03101,Ribose-1-Phosphate,,
DB03107,beta-Alanine,,
DB03147,Flavin adenine dinucleotide,,
DB03247,Flavin mononucleotide,,
DB03419,Uracil,,
DB03435,Uridine-5'-Diphosphate,,
DB03462,Thymine,,
DB03685,Uridine monophosphate,,
DB03800,Deoxyuridine monophosphate,,
DB04160,Pyrophosphoric acid,,
DB04252,N-Carbamoylaspartic acid,,
DB04485,Thymidine,,
DB00114,Pyridoxal phosphate,,
DB00118,Ademetionine,,
DB00125,Arginine,,
DB00128,Aspartic acid,,
DB00129,Ornithine,,
DB00131,Adenosine phosphate,,
DB00139,Succinic acid,,
DB00142,Glutamic acid,,
DB00145,Glycine,,
DB00148,Creatine,,
DB00155,Citrulline,,
DB00157,NADH,,
DB00171,ATP,,
DB00172,Proline,,
DB00360,Sapropterin,,
DB00435,Nitric Oxide,,
DB02577,Mesoheme,,
DB02751,Glycocyamine,,
DB02838,"3,4-Dihydro-2h-Pyrrolium-5-Carboxylate",,
DB03144,N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine,,
DB03147,Flavin adenine dinucleotide,,
DB03247,Flavin mononucleotide,,
DB03904,Urea,,
DB04160,Pyrophosphoric acid,,
DB04299,Maleic acid,,
DB04388,4-Carboxy-4-Aminobutanal,,
DB00114,Pyridoxal phosphate,,
DB00118,Ademetionine,,
DB00125,Arginine,,
DB00128,Aspartic acid,,
DB00129,Ornithine,,
DB00131,Adenosine phosphate,,
DB00139,Succinic acid,,
DB00142,Glutamic acid,,
DB00145,Glycine,,
DB00148,Creatine,,
DB00155,Citrulline,,
DB00157,NADH,,
DB00171,ATP,,
DB00172,Proline,,
DB00360,Sapropterin,,
DB00435,Nitric Oxide,,
DB02577,Mesoheme,,
DB02751,Glycocyamine,,
DB02838,"3,4-Dihydro-2h-Pyrrolium-5-Carboxylate",,
DB03144,N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine,,
DB03147,Flavin adenine dinucleotide,,
DB03247,Flavin mononucleotide,,
DB03904,Urea,,
DB04160,Pyrophosphoric acid,,
DB04299,Maleic acid,,
DB04388,4-Carboxy-4-Aminobutanal,,
DB00130,L-Glutamine,,
DB00171,ATP,,
DB01373,Calcium,,
DB01378,Magnesium cation,,
DB01592,Iron,,
DB01593,Zinc,,
DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,,
DB01643,Thymidine monophosphate,,
DB01849,Dihydrouracil,,
DB02129,Dihydroorotic Acid,,
DB02262,Orotic acid,,
DB02431,Cytidine-5'-Triphosphate,,
DB02745,Uridine,,
DB02957,Orotidylic acid,,
DB03101,Ribose-1-Phosphate,,
DB03107,beta-Alanine,,
DB03147,Flavin adenine dinucleotide,,
DB03247,Flavin mononucleotide,,
DB03419,Uracil,,
DB03435,Uridine-5'-Diphosphate,,
DB03462,Thymine,,
DB03685,Uridine monophosphate,,
DB03800,Deoxyuridine monophosphate,,
DB04160,Pyrophosphoric acid,,
DB04252,N-Carbamoylaspartic acid,,
DB04485,Thymidine,,
DB00114,Pyridoxal phosphate,,
DB00117,Histidine,,
DB00128,Aspartic acid,,
DB00142,Glutamic acid,,
DB00157,NADH,,
DB01373,Calcium,,
DB01593,Zinc,,
DB01783,Pantothenic acid,,
DB01849,Dihydrouracil,,
DB03107,beta-Alanine,,
DB03147,Flavin adenine dinucleotide,,
DB03247,Flavin mononucleotide,,
DB03419,Uracil,,
DB00114,Pyridoxal phosphate,,
DB00118,Ademetionine,,
DB00125,Arginine,,
DB00128,Aspartic acid,,
DB00129,Ornithine,,
DB00131,Adenosine phosphate,,
DB00139,Succinic acid,,
DB00142,Glutamic acid,,
DB00145,Glycine,,
DB00148,Creatine,,
DB00155,Citrulline,,
DB00157,NADH,,
DB00171,ATP,,
DB00172,Proline,,
DB00360,Sapropterin,,
DB00435,Nitric Oxide,,
DB02577,Mesoheme,,
DB02751,Glycocyamine,,
DB02838,"3,4-Dihydro-2h-Pyrrolium-5-Carboxylate",,
DB03144,N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine,,
DB03147,Flavin adenine dinucleotide,,
DB03247,Flavin mononucleotide,,
DB03904,Urea,,
DB04160,Pyrophosphoric acid,,
DB04299,Maleic acid,,
DB04388,4-Carboxy-4-Aminobutanal,,
DB00114,Pyridoxal phosphate,,
DB00117,Histidine,,
DB00128,Aspartic acid,,
DB00142,Glutamic acid,,
DB00157,NADH,,
DB01373,Calcium,,
DB01593,Zinc,,
DB01783,Pantothenic acid,,
