DrugBank_ID,Name,SMILES,CAS_Number,MolecularWeight,LogP,NumHDonors,NumHAcceptors
DB08319,"2'-HYDROXY-1,1'-BIPHENYL-2-SULFINIC ACID",OC1=CC=CC=C1C1=CC=CC=C1[S@@](O)=O,,234.276,2.6398,2,2
DB08320,"DIETHYL (1R,2S,3R,4S)-5,6-BIS(4-HYDROXYPHENYL)-7-OXABICYCLO[2.2.1]HEPT-5-ENE-2,3-DICARBOXYLATE",[H][C@]12O[C@]([H])(C(=C1C1=CC=C(O)C=C1)C1=CC=C(O)C=C1)[C@]([H])(C(=O)OCC)[C@]2([H])C(=O)OCC,,424.4490000000003,3.148200000000001,2,7
DB08321,"(1S,2S,3R,6R)-4-(hydroxymethyl)-6-(octylamino)cyclohex-4-ene-1,2,3-triol",[H][C@@]1(O)C(CO)=C[C@@]([H])(NCCCCCCCC)[C@]([H])(O)[C@@]1([H])O,,287.3999999999999,0.3200999999999992,5,5
DB08322,"2-DEOXY-3,4-BIS-O-[3-(4-HYDROXYPHENYL)PROPANOYL]-L-THREO-PENTARIC ACID",[H][C@@](CC(O)=O)(OC(=O)\C=C\C1=CC=C(O)C=C1)[C@@]([H])(OC(=O)\C=C\C1=CC=C(O)C=C1)C(O)=O,,456.40300000000025,2.2072999999999996,4,8
DB08323,3-OXO-N-[(3S)-2-OXOPYRROLIDIN-3-YL]DODECANAMIDE,[H][C@@]1(CCNC1=O)NC(=O)CC(=O)CCCCCCCCC,,296.411,2.0909999999999984,2,3
DB08324,N-3-OXO-DODECANOYL-L-HOMOSERINE LACTONE,[H][C@@]1(CCOC1=O)NC(=O)CC(=O)CCCCCCCCC,,297.395,2.518,1,4
DB08325,2-({6-[(3-Chlorophenyl)amino]-9-isopropyl-9H-purin-2-yl}amino)ethanol,[H]N(CCO)C1=NC(N([H])C2=CC(Cl)=CC=C2)=C2N=CN(C(C)C)C2=N1,212779-48-1,346.8220000000001,3.208400000000001,3,7
DB08326,"2-(6-HYDROXY-1,3-BENZOTHIAZOL-2-YL)-1,3-THIAZOL-4(5H)-ONE",OC1=CC2=C(C=C1)N=C(S2)C1=NC(=O)CS1,,250.30399999999997,2.0218999999999996,1,5
DB08327,Homogentisic acid,OC(=O)CC1=CC(O)=CC=C1O,451-13-8,168.148,0.7248999999999999,3,3
DB08328,PANTOTHENYL-AMINOETHANOL-11-PIVALIC ACID,[H][C@](O)(C(=O)NCCC(=O)NCCO)C(C)(C)COC(=O)C(C)(C)C,,346.42400000000015,-0.422399999999999,4,6
DB08329,Sulthiame,NS(=O)(=O)C1=CC=C(C=C1)N1CCCCS1(=O)=O,61-56-3,290.366,0.26400000000000023,1,4
DB08330,METHYL (2Z)-3-METHOXY-2-{2-[(E)-2-PHENYLVINYL]PHENYL}ACRYLATE,CO\C=C(\C(=O)OC)C1=C(\C=C\C2=CC=CC=C2)C=CC=C1,,294.35,4.017300000000003,0,3
DB08331,"N-1H-imidazol-2-yl-N'-[4-(1H-imidazol-2-ylamino)phenyl]benzene-1,4-diamine",N(C1=NC=CN1)C1=CC=C(NC2=CC=C(NC3=NC=CN3)C=C2)C=C1,,331.38300000000004,4.363600000000001,5,5
DB08332,9-(2-carboxyethyl)-10-methylanthracene endoperoxide,C[C@@]12OO[C@@](CCC(O)=O)(C3=C1C=CC=C3)C1=C2C=CC=C1,,296.322,3.333700000000001,1,3
DB08333,4-HYDROXYBENZALDEHYDE O-(CYCLOHEXYLCARBONYL)OXIME,OC1=CC=C(\C=N\OC(=O)C2CCCCC2)C=C1,,247.29399999999995,2.8496000000000015,1,4
DB08334,3-FLUORO-4-HYDROXYBENZALDEHYDE O-(CYCLOHEXYLCARBONYL)OXIME,OC1=CC=C(\C=N\OC(=O)C2CCCCC2)C=C1F,,265.28399999999993,2.9887000000000015,1,4
DB08335,"4-HYDROXYBENZALDEHYDE O-(3,3-DIMETHYLBUTANOYL)OXIME",CC(C)(C)CC(=O)O\N=C\C1=CC=C(O)C=C1,,235.28300000000002,2.7055000000000007,1,4
DB08336,"2-Methyl-2-propanyl [(1R)-2-methyl-1-(1,3,4-oxadiazol-2-yl)propyl]carbamate",[H]N(C(=O)OC(C)(C)C)[C@]([H])(C(C)C)C1=NN=CO1,,241.291,2.2914000000000003,1,5
DB08337,"2-Methyl-2-propanyl [(1S)-2-methyl-1-(1,3,4-oxadiazol-2-yl)propyl]carbamate",[H]N(C(=O)OC(C)(C)C)[C@@]([H])(C(C)C)C1=NN=CO1,,241.291,2.2914000000000003,1,5
DB08338,"19-(cyclopropylamino)-4,6,7,15-tetrahydro-5H-16,1-(azenometheno)-10,14-(metheno)pyrazolo[4,3-o][1,3,9]triazacyclohexadecin-8(9H)-one",O=C1CCCCC2=C3N=C(NC4=CC(N1)=CC=C4)N=C(NC1CC1)N3N=C2,,363.4250000000002,3.107100000000001,3,7
DB08339,PD-166326,CN1C(=O)C(=CC2=CN=C(NC3=CC=CC(CO)=C3)N=C12)C1=C(Cl)C=CC=C1Cl,185039-91-2,427.29100000000017,4.5382000000000025,2,6
DB08340,"N,N'-DIPHENYLPYRAZOLO[1,5-A][1,3,5]TRIAZINE-2,4-DIAMINE",N(C1=CC=CC=C1)C1=NC2=CC=NN2C(NC2=CC=CC=C2)=N1,,302.341,3.6115000000000013,2,6
DB08341,"4-{[4-{[(1R,2R)-2-(dimethylamino)cyclopentyl]amino}-5-(trifluoromethyl)pyrimidin-2-yl]amino}-N-methylbenzenesulfonamide",[H][C@]1(CCC[C@@]1([H])N(C)C)NC1=NC(NC2=CC=C(C=C2)S(=O)(=O)NC)=NC=C1C(F)(F)F,,458.5100000000001,3.0417000000000005,3,7
DB08342,S-palmitoyl-L-cysteine,CCCCCCCCCCCCCCCC(=O)SC[C@H](N)C(O)=O,114507-35-6,359.576,5.139400000000003,2,4
DB08344,4-chloro-N-(3-methoxypropyl)-N-[(3S)-1-(2-phenylethyl)piperidin-3-yl]benzamide,[H][C@@]1(CCCN(CCC2=CC=CC=C2)C1)N(CCCOC)C(=O)C1=CC=C(Cl)C=C1,,414.9770000000001,4.525800000000005,0,3
DB08345,"4-(2-(1H-IMIDAZOL-4-YL)ETHYLAMINO)-2-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE",N#CC1=C2N=C(NC3=CC=CC=C3)N=C(NCCC3=CN=CN3)N2N=C1,,345.37,2.117279999999999,3,8
DB08346,"(5Z)-13-CHLORO-14,16-DIHYDROXY-3,4,7,8,9,10-HEXAHYDRO-1H-2-BENZOXACYCLOTETRADECINE-1,11(12H)-DIONE",OC1=CC(O)=C2C(CC(=O)CCCC\C=C\CCOC2=O)=C1Cl,,338.78700000000003,3.539900000000002,2,5
DB08347,4-{[(2S)-3-(tert-butylamino)-2-hydroxypropyl]oxy}-3H-indole-2-carbonitrile,CC(C)(C)NC[C@H](O)COC1=CC=CC2=C1CC(=N2)C#N,,287.363,1.96658,2,5
DB08348,"N~2~,N~2~-DIMETHYL-N~1~-(6-OXO-5,6-DIHYDROPHENANTHRIDIN-2-YL)GLYCINAMIDE",CN(C)CC(=O)NC1=CC2=C(NC(=O)C3=CC=CC=C23)C=C1,,295.34200000000004,2.181399999999999,2,3
DB08349,"N-cyclopropyl-3-{[1-(2,4-difluorophenyl)-7-methyl-6-oxo-6,7-dihydro-1H-pyrazolo[3,4-b]pyridin-4-yl]amino}-4-methylbenzamide",CN1C2=C(C=NN2C2=C(F)C=C(F)C=C2)C(NC2=C(C)C=CC(=C2)C(=O)NC2CC2)=CC1=O,,449.46100000000024,3.946620000000002,2,6
DB08350,"5-[3-(2-METHOXYPHENYL)-1H-PYRROLO[2,3-B]PYRIDIN-5-YL]-N,N-DIMETHYLPYRIDINE-3-CARBOXAMIDE",COC1=CC=CC=C1C1=CNC2=C1C=C(C=N2)C1=CC(=CN=C1)C(=O)N(C)C,,372.4280000000001,4.002300000000003,1,4
DB08351,N-cyclopropyl-4-methyl-3-{2-[(2-morpholin-4-ylethyl)amino]quinazolin-6-yl}benzamide,CC1=CC=C(C=C1C1=CC2=C(C=C1)N=C(NCCN1CCOCC1)N=C2)C(=O)NC1CC1,,431.5400000000003,3.2415200000000013,2,6
DB08352,"6-[4-(2-fluorophenyl)-1,3-oxazol-5-yl]-N-(1-methylethyl)-1,3-benzothiazol-2-amine",CC(C)NC1=NC2=C(S1)C=C(C=C2)C1=C(N=CO1)C1=CC=CC=C1F,,353.4220000000001,5.577700000000004,1,5
DB08353,"2-(CYCLOHEXYLMETHYLAMINO)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE",N#CC1=C2N=C(NCC3CCCCC3)N=C(NC3=CC=CC=C3)N2N=C1,,347.426,3.7317800000000023,2,7
DB08354,"2-(4-CHLOROBENZYLAMINO)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE",ClC1=CC=C(CNC2=NC3=C(C=NN3C(NC3=CC=CC=C3)=N2)C#N)C=C1,,375.82300000000004,4.005080000000001,2,7
DB08355,"1-methyl-8-(phenylamino)-4,5-dihydro-1H-pyrazolo[4,3-h]quinazoline-3-carboxylic acid",CN1N=C(C(O)=O)C2=C1C1=NC(NC3=CC=CC=C3)=NC=C1CC2,,321.34000000000015,2.4175000000000004,2,6
DB08356,"4-[4-(4-methoxyphenyl)-5-methyl-1H-pyrazol-3-yl]benzene-1,3-diol",COC1=CC=C(C=C1)C1=C(C)NN=C1C1=C(O)C=C(O)C=C1,,296.32599999999996,3.4719200000000017,3,4
DB08357,Diethylene glycol diethyl ether,CCOCCOCCOCC,112-36-7,162.22899999999998,1.076,0,3
DB08358,"2-(2-QUINOLIN-3-YLPYRIDIN-4-YL)-1,5,6,7-TETRAHYDRO-4H-PYRROLO[3,2-C]PYRIDIN-4-ONE",O=C1NCCC2=C1C=C(N2)C1=CC(=NC=C1)C1=CC2=C(C=CC=C2)N=C1,,340.386,3.5778000000000016,2,3
DB08359,2-PHENYLAMINO-4-METHYL-5-ACETYL THIAZOLE,CC(=O)C1=C(C)N=C(NC2=CC=CC=C2)S1,,232.30800000000002,3.3977200000000014,1,4
DB08360,"2-(4-ETHYLPIPERAZIN-1-YL)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE",CCN1CCN(CC1)C1=NC2=C(C=NN2C(NC2=CC=CC=C2)=N1)C#N,,348.41400000000004,1.8814799999999998,1,8
DB08361,"2-{[(1R,2S)-2-aminocyclohexyl]amino}-4-[(3-methylphenyl)amino]pyrimidine-5-carboxamide",[H][C@]1(N)CCCC[C@@]1([H])NC1=NC(NC2=CC=CC(C)=C2)=C(C=N1)C(N)=O,,340.4310000000001,2.3093199999999996,4,6
DB08362,"N-(3-(8-CYANO-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZIN-2-YLAMINO)PHENYL)ACETAMIDE",CC(=O)NC1=CC=CC(NC2=NC3=C(C=NN3C(NC3=CC=CC=C3)=N2)C#N)=C1,,384.4030000000001,3.441580000000001,3,8
DB08363,1-(9-ethyl-9H-carbazol-3-yl)-N-methylmethanamine,CCN1C2=CC=C(CNC)C=C2C2=C1C=CC=C2,,238.334,3.533800000000002,1,2
DB08364,1-{[(1E)-(3-HYDROXY-2-METHYL-5-{[(TRIHYDROXY-LAMBDA^5^-PHOSPHANYL)OXY]METHYL}PYRIDIN-4-YL)METHYLIDENE]AMINO}UNDECAN-2-ONE,CCCCCCCCCC(=O)C\N=C\C1=C(COP(O)(O)O)C=NC(C)=C1O,,416.45500000000004,3.127720000000004,4,8
DB08365,"8-bromo-4-(2-chlorophenyl)-N-(2-hydroxyethyl)-6-methyl-1,3-dioxo-1,2,3,6-tetrahydropyrrolo[3,4-e]indole-7-carboxamide",CN1C2=C(C(Br)=C1C(=O)NCCO)C1=C(C(=O)NC1=O)C(=C2)C1=C(Cl)C=CC=C1,,476.71400000000017,2.8669000000000002,3,5
DB08366,"3-({3-[(1S,4aS,6S,7S,9S,9aR)-1,6-dimethyl-2-oxodecahydro-6,9-epoxy-4a,7-methanobenzo[7]annulen-1-yl]propanoyl}amino)-2,4-dihydroxybenzoic acid",[H][C@]12C[C@]3([H])O[C@@]1(C)C[C@@]1(C2)CCC(=O)[C@@](C)(CCC(=O)NC2=C(O)C=CC(C(O)=O)=C2O)[C@]31[H],,443.4960000000001,3.4577000000000018,4,6
DB08367,(R)-2-(FORMYLOXY)-3-(PHOSPHONOOXY)PROPYL PENTANOATE,[H][C@@](COC(=O)CCCC)(COP(O)(O)=O)OC=O,,284.20099999999996,0.37069999999999986,2,6
DB08368,"OCTANE-1,3,5,7-TETRACARBOXYLIC ACID",[H][C@](C)(C[C@]([H])(C[C@@]([H])(CCC(O)=O)C(O)=O)C(O)=O)C(O)=O,,290.26800000000003,0.7536999999999998,4,4
DB08369,1-(biphenyl-4-ylmethyl)-1H-imidazole,C(N1C=CN=C1)C1=CC=C(C=C1)C1=CC=CC=C1,,234.30200000000002,3.5984000000000025,0,2
DB08370,S-(4-BROMOBENZYL)CYSTEINE,[H][C@](N)(CSCC1=CC=C(Br)C=C1)C(O)=O,,290.182,2.0942,2,3
DB08371,p-Benzoyl-L-phenylalanine,N[C@@H](CC1=CC=C(C=C1)C(=O)C1=CC=CC=C1)C(O)=O,104504-45-2,269.3,1.872,2,3
DB08372,1-[2-(4-ETHOXY-3-FLUOROPYRIDIN-2-YL)ETHYL]-3-(5-METHYLPYRIDIN-2-YL)THIOUREA,CCOC1=C(F)C(CCNC(=S)NC2=CC=C(C)C=N2)=NC=C1,,334.4200000000001,2.8519200000000007,2,4
DB08373,"4,4'-BIS([H]METHYLSULFONYL)-2,2',5,5'-TETRACHLOROBIPHENYL",CS(=O)(=O)C1=CC(Cl)=C(C=C1Cl)C1=C(Cl)C=C(C(Cl)=C1)S(C)(=O)=O,,448.1760000000001,4.774200000000003,0,4
DB08374,Phenylalanylmethylchloride,[H][C@](N)(CC1=CC=CC=C1)C(=O)CCl,52735-71-4,197.66499999999994,1.3643,1,2
DB08375,"(2R)-2-[(1R)-1-[[(2Z)-2-(2-Amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-2-oxoethyl]-5-methylidene-2H-1,3-thiazine-4-carboxylic acid",[H][C@@]1(SCC(=C)C(=N1)C(O)=O)[C@H](NC(=O)C(=N/OC)\C1=CSC(N)=N1)C=O,,397.43800000000016,-0.08579999999999977,3,10
DB08376,"(2R)-3-(phosphonooxy)propane-1,2-diyl diheptanoate",[H][C@@](COC(=O)CCCCCC)(COP(O)(O)=O)OC(=O)CCCCCC,,396.4170000000003,3.491500000000003,2,6
DB08377,N-[4-(4-nitrophenylphospho)butanoyl]-D-alanine,C[C@@H](NC(=O)CCCP(O)(=O)OC1=CC=C(C=C1)[N+]([O-])=O)C(O)=O,,360.25900000000007,1.5285000000000002,3,6
DB08378,"4-[4-(2,5-DIOXO-PYRROLIDIN-1-YL)-PHENYLAMINO]-4-HYDROXY-BUTYRIC ACID",[H][C@](O)(CCC(O)=O)NC1=CC=C(C=C1)N1C(=O)CCC1=O,,292.29100000000005,0.9350999999999996,3,5
DB08379,6-(4-chloro-2-fluoro-3-phenoxybenzyl)pyridazin-3(2H)-one,FC1=C(CC2=NNC(=O)C=C2)C=CC(Cl)=C1OC1=CC=CC=C1,,330.74600000000004,3.9455000000000027,1,3
DB08382,Gosogliptin,[H][C@]1(CN[C@@]([H])(C1)C(=O)N1CCC(F)(F)C1)N1CCN(CC1)C1=NC=CC=N1,869490-23-3,366.41600000000005,0.1967000000000012,1,6
DB08383,"4,5-bis(4-methoxyphenyl)-2-thiophen-2-yl-1H-imidazole",COC1=CC=C(C=C1)C1=C(N=C(N1)C1=CC=CS1)C1=CC=C(OC)C=C1,,362.4540000000001,5.489400000000004,1,4
DB08384,2-({4-[4-(pyridin-4-ylmethyl)-1H-pyrazol-3-yl]phenoxy}methyl)quinoline,C(OC1=CC=C(C=C1)C1=NNC=C1CC1=CC=NC=C1)C1=NC2=CC=CC=C2C=C1,,392.4620000000001,5.189700000000003,1,4
DB08385,4-(quinolin-3-ylmethyl)piperidine-1-carboxylic acid,OC(=O)N1CCC(CC2=CN=C3C=CC=CC3=C2)CC1,,270.33200000000005,3.167300000000002,1,2
DB08386,2-{[4-(4-pyridin-4-yl-1H-pyrazol-3-yl)phenoxy]methyl}quinoline,C(OC1=CC=C(C=C1)C1=NNC=C1C1=CC=NC=C1)C1=CC=C2C=CC=CC2=N1,,378.4350000000001,5.265900000000003,1,4
DB08387,Mardepodect,CN1C=C(C(=N1)C1=CC=C(OCC2=NC3=CC=CC=C3C=C2)C=C1)C1=CC=NC=C1,898562-94-2,392.46200000000005,5.276300000000004,0,5
DB08388,"5-(2-ETHOXYETHYL)-5-[4-(4-FLUOROPHENOXY)PHENOXY]PYRIMIDINE-2,4,6(1H,3H,5H)-TRIONE",CCOCCC1(OC2=CC=C(OC3=CC=C(F)C=C3)C=C2)C(=O)NC(=O)NC1=O,,402.3780000000001,2.528199999999999,2,6
DB08389,"6,7-DIMETHOXY-4-[(3R)-3-(2-NAPHTHYLOXY)PYRROLIDIN-1-YL]QUINAZOLINE",[H][C@]1(CCN(C1)C1=NC=NC2=CC(OC)=C(OC)C=C12)OC1=CC2=CC=CC=C2C=C1,,401.4660000000001,4.457900000000004,0,6
DB08390,"(6S)-6-CYCLOPENTYL-6-[2-(3-FLUORO-4-ISOPROPOXYPHENYL)ETHYL]-4-HYDROXY-5,6-DIHYDRO-2H-PYRAN-2-ONE",CC(C)OC1=CC=C(CC[C@]2(CC(O)=CC(=O)O2)C2CCCC2)C=C1F,,362.44100000000014,4.863300000000004,1,4
DB08391,PQ-10,COC1=CC2=NC=NC(N3CC[C@H](C3)OC3=NC4=CC=CC=C4N=C3)=C2C=C1OC,927691-21-2,403.4420000000001,3.2479000000000013,0,8
DB08392,"2-[5,6-BIS-(4-METHOXY-PHENYL)-FURO[2,3-D]PYRIMIDIN-4-YLAMINO]-ETHANOL",COC1=CC=C(C=C1)C1=C(C2=C(NCCO)N=CN=C2O1)C1=CC=C(OC)C=C1,,391.42700000000013,3.978200000000002,2,7
DB08393,"2-[(5,6-DIPHENYLFURO[2,3-D]PYRIMIDIN-4-YL)AMINO]ETHANOL",OCCNC1=NC=NC2=C1C(=C(O2)C1=CC=CC=C1)C1=CC=CC=C1,,331.37500000000006,3.961000000000003,2,5
DB08394,PARA-NITROPHENYLPHOSPHONOBUTANOYL-GLYCINE,OC(=O)CNC(=O)CCC[P@](O)(=O)OC1=CC=C(C=C1)[N+]([O-])=O,,346.232,1.1399999999999992,3,6
DB08395,2-(ETHOXYMETHYL)-4-(4-FLUOROPHENYL)-3-[2-(2-HYDROXYPHENOXY)PYRIMIDIN-4-YL]ISOXAZOL-5(2H)-ONE,CCOCN1OC(=O)C(=C1C1=CC=NC(OC2=CC=CC=C2O)=N1)C1=CC=C(F)C=C1,,423.4000000000001,4.196300000000003,1,8
DB08396,"4-{[(Z)-(5-oxo-2-phenyl-1,3-oxazol-4(5H)-ylidene)methyl]amino}butanoic acid",OC(=O)CCCNC=C1N=C(OC1=O)C1=CC=CC=C1,,274.276,1.2857999999999996,2,5
DB08397,6-(DIFLUORO-PHOSPHONO-METHYL)-NAPHTHALENE-2-CARBOXYLIC ACID,OC(=O)C1=CC2=C(C=C1)C=C(C=C2)C(F)(F)P(O)(O)=O,,302.169,2.7650000000000015,3,2
DB08398,"2-Amino-1-methyl-6-phenylimidazo(4,5-b)pyridine",CN1C(N)=NC2=NC=C(C=C12)C1=CC=CC=C1,105650-23-5,224.26700000000002,2.2175000000000002,1,4
DB08399,Piceatannol,OC1=CC(\C=C\C2=CC=C(O)C(O)=C2)=CC(O)=C1,10083-24-6,244.24599999999998,2.679400000000001,4,4
DB08400,4-(3-{[5-(trifluoromethyl)pyridin-2-yl]oxy}benzyl)piperidine-1-carboxylic acid,OC(=O)N1CCC(CC2=CC(OC3=NC=C(C=C3)C(F)(F)F)=CC=C2)CC1,,380.3660000000001,4.825200000000004,1,3
DB08401,(2E)-2-({(2S)-2-CARBOXY-2-[(PHENOXYACETYL)AMINO]ETHOXY}IMINO)PENTANEDIOIC ACID,[H][C@@](CO\N=C(/CCC(O)=O)C(O)=O)(NC(=O)COC1=CC=CC=C1)C(O)=O,,382.3250000000001,-0.04319999999999863,4,7
DB08402,"2-[(2,4-DICHLOROBENZOYL)AMINO]-5-(PYRIMIDIN-2-YLOXY)BENZOIC ACID",OC(=O)C1=C(NC(=O)C2=C(Cl)C=C(Cl)C=C2)C=CC(OC2=NC=CC=N2)=C1,,404.2090000000001,4.526200000000002,2,5
DB08403,METHYLAMINO-PHENYLALANYL-LEUCYL-HYDROXAMIC ACID,[H][C@@](CC(C)C)(CC(=O)NO)C(=O)N[C@@]([H])(CC1=CC=CC=C1)C(=O)NC,,349.4310000000001,1.0177,4,4
DB08404,"S-(2-{[N-(2-HYDROXY-4-{[HYDROXY(OXIDO)PHOSPHINO]OXY}-3,3-DIMETHYLBUTANOYL)-BETA-ALANYL]AMINO}ETHYL) HEXANETHIOATE",[H][C@](O)(C(=O)NCCC(=O)NCCSC(=O)CCCCC)C(C)(C)CO[P@]([H])(O)=O,,440.49900000000025,1.2346999999999986,4,7
DB08405,"S-(2-{[N-(2-HYDROXY-4-{[HYDROXY(OXIDO)PHOSPHINO]OXY}-3,3-DIMETHYLBUTANOYL)-BETA-ALANYL]AMINO}ETHYL) HEPTANETHIOATE",[H][C@](O)(C(=O)NCCC(=O)NCCSC(=O)CCCCCC)C(C)(C)CO[P@]([H])(O)=O,,454.5260000000003,1.6247999999999987,4,7
DB08406,"[N-(2,4-DIAMINOPTERIDIN-6-YL)-METHYL]-DIBENZ[B,F]AZEPINE",NC1=NC2=C(N=C(CN3C4=CC=CC=C4C=CC4=CC=CC=C34)C=N2)C(N)=N1,,367.4160000000001,3.4063000000000008,2,7
DB08407,Platensimycin,[H][C@]12C[C@@H]3O[C@@]1(C)C[C@@]1(C2)C=CC(=O)[C@@](C)(CCC(=O)NC2=C(O)C(=CC=C2O)C(O)=O)[C@]31[H],835876-32-9,441.48000000000013,3.2337000000000007,4,6
DB08408,"(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-({3-oxo-3-[(2-sulfanylethyl)amino]propyl}amino)butyl 2,2-dimethylpropanoate",[H][C@](O)(C(=O)NCCC(=O)NCCS)C(C)(C)COC(=O)C(C)(C)C,,362.4920000000002,0.5150999999999997,4,6
DB08409,4-NITRO-BENZYLPHOSPHONOBUTANOYL-GLYCINE,OC(=O)CNC(=O)CCC[P@@](O)(=O)OCC1=CC=C(C=C1)[N+]([O-])=O,,360.259,1.2777999999999992,3,6
DB08410,PARA-NITROBENZYL GLUTARYL GLYCINIC ACID,OC(=O)CNC(=O)CCCC(=O)NCC1=CC=C(C=C1)[N+]([O-])=O,,323.305,0.5821000000000001,3,5
DB08411,N-[4-(4-nitrophenylphospho)butanoyl]-L-alanine,[H][C@@](C)(NC(=O)CCC[P@](O)(=O)OC1=CC=C(C=C1)[N+]([O-])=O)C(O)=O,,360.25900000000007,1.5285000000000002,3,6
DB08412,6-{4-[HYDROXY-(4-NITRO-PHENOXY)-PHOSPHORYL]-BUTYRYLAMINO}-HEXANOIC ACID,OC(=O)CCCCCNC(=O)CCC[P@](O)(=O)OC1=CC=C(C=C1)[N+]([O-])=O,,402.34000000000015,2.7004,3,6
DB08413,METHYL-PHOSPHONIC ACID MONO-(4-NITRO-PHENYL) ESTER,C[P@](O)(=O)OC1=CC=C(C=C1)[N+]([O-])=O,,217.117,1.7888,1,4
DB08414,PNU-142721,C[C@H](SC1=NC(Cl)=CC(N)=N1)C1=CC2=C(OC=C2)C=N1,185220-03-5,306.778,3.7067000000000014,1,6
DB08416,"(9BETA,13ALPHA,14BETA,17ALPHA)-2-METHOXYESTRA-1,3,5(10)-TRIENE-3,17-DIYL DISULFAMATE",[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=C(C=C(OC)C(OS(N)(=O)=O)=C4)[C@@]3([H])CC[C@]12C)OS(N)(=O)=O,,460.5740000000003,1.7223000000000002,2,7
DB08418,"(4aS,4bR,10bS,12aS)-12a-methyl-1,3-dioxo-2-(pyridin-3-ylmethyl)-1,2,3,4,4a,4b,5,6,10b,11,12,12a-dodecahydronaphtho[2,1-f]isoquinolin-8-yl sulfamate",[H][C@]12CC[C@]3(C)C(=O)N(CC4=CC=CN=C4)C(=O)C[C@@]3([H])[C@]1([H])CCC1=C2C=CC(OS(N)(=O)=O)=C1,,469.5630000000003,2.6853000000000007,1,6
DB08419,(1S)-1-(PHENOXYMETHYL)PROPYL METHYLPHOSPHONOCHLORIDOATE,[H][C@](CC)(COC1=CC=CC=C1)O[P@](C)(Cl)=O,,262.673,3.9223000000000035,0,3
DB08420,1-{[1-(2-AMINO-3-PHENYL-PROPIONYL)-PYRROLIDINE-2-CARBONYL]-AMINO}-2-(3-CYANO-PHENYL)-ETHANEBORONIC ACID,[H][C@@](N)(CC1=CC=CC=C1)C(=O)N1CCC[C@@]1([H])C(=O)N[C@@]([H])(CC1=CC(=CC=C1)C#N)B(O)O,,434.30500000000006,0.1585800000000005,4,6
DB08421,PIPERIDINE-2-CARBOXYLIC ACID TERT-BUTYLAMIDE,[H][C@]1(CCCCN1)C(=O)NC(C)(C)C,,184.283,1.0431999999999997,2,2
DB08422,[PHENYLALANINYL-PROLINYL]-[2-(PYRIDIN-4-YLAMINO)-ETHYL]-AMINE,[H][C@@](N)(CC1=CC=CC=C1)C(=O)N1CCC[C@@]1([H])C(=O)NCCNC1=CC=NC=C1,,381.48,1.1706999999999999,3,5
DB08423,[5-AMINO-1-(4-FLUOROPHENYL)-1H-PYRAZOL-4-YL][3-(PIPERIDIN-4-YLOXY)PHENYL]METHANONE,NC1=C(C=NN1C1=CC=C(F)C=C1)C(=O)C1=CC(OC2CCNCC2)=CC=C1,,380.4230000000002,2.955400000000001,2,6
DB08424,"[5-AMINO-1-(4-FLUOROPHENYL)-1H-PYRAZOL-4-YL](3-{[(2R)-2,3-DIHYDROXYPROPYL]OXY}PHENYL)METHANONE",[H][C@](O)(CO)COC1=CC(=CC=C1)C(=O)C1=C(N)N(N=C1)C1=CC=C(F)C=C1,,371.36800000000005,1.5565999999999998,3,7
DB08426,"THIENO[3,2-B]PYRIDINE-2-SULFONIC ACID [2-OXO-1-(1H-PYRROLO[2,3-C]PYRIDIN-2-YLMETHYL)-PYRROLIDIN-3-YL]-AMIDE",[H][C@@]1(CCN(CC2=CC3=C(N2)C=NC=C3)C1=O)NS(=O)(=O)C1=CC2=C(S1)C=CC=N2,,427.51100000000014,2.2520000000000007,2,6
DB08427,Prephenic acid,[H][C@]1(O)C=C[C@](CC(=O)C(O)=O)(C=C1)C(O)=O,126-49-8,226.184,-0.41190000000000043,3,4
DB08428,3(S)-AMINO-4-PHENYL-BUTAN-2(S)-OL,[H][C@@](C)(O)[C@@]([H])(N)CC1=CC=CC=C1,,165.23600000000002,0.9372,2,2
DB08429,N-({(2S)-1-[(3R)-3-amino-4-(3-chlorophenyl)butanoyl]pyrrolidin-2-yl}methyl)-3-(methylsulfonyl)benzamide,[H][C@](N)(CC(=O)N1CCC[C@@]1([H])CNC(=O)C1=CC=CC(=C1)S(C)(=O)=O)CC1=CC(Cl)=CC=C1,,478.01400000000024,2.4244000000000003,2,5
DB08430,PARA-NITROPHENYL 1-THIO-BETA-D-GLUCOPYRANOSIDE,[H][C@]1(CO)O[C@@]([H])(SC2=CC=C(C=C2)[N+]([O-])=O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,,317.319,-0.5132000000000001,4,8
